business_id,month,category,amount
UAE_001,2024-02,Utilities & Tech,855
UAE_001,2024-02,Marketing,4648
UAE_001,2024-03,Rent,1923
UAE_001,2024-03,Salaries,3461
UAE_001,2024-03,Utilities & Tech,1153
UAE_001,2024-03,Marketing,7192
UAE_001,2024-04,Rent,1639
UAE_001,2024-04,Salaries,2951
UAE_001,2024-04,Utilities & Tech,983
UAE_001,2024-04,Marketing,5277
UAE_001,2024-05,Rent,1240
UAE_001,2024-05,Salaries,2232
UAE_001,2024-05,Utilities & Tech,744
UAE_001,2024-05,Marketing,4201
UAE_001,2024-06,Rent,1533
UAE_001,2024-06,Salaries,2759
UAE_001,2024-06,Utilities & Tech,919
UAE_001,2024-06,Marketing,4545
UAE_001,2024-07,Rent,1579
UAE_001,2024-07,Salaries,2842
UAE_001,2024-07,Utilities & Tech,947
UAE_001,2024-07,Marketing,3708
UAE_001,2024-08,Rent,3169
UAE_001,2024-08,Salaries,5705
UAE_001,2024-08,Utilities & Tech,1901
UAE_001,2024-08,Marketing,10472
UAE_001,2024-09,Rent,3297
UAE_001,2024-09,Salaries,5934
UAE_001,2024-09,Utilities & Tech,1978
UAE_001,2024-09,Marketing,8918
UAE_001,2024-10,Rent,1227
UAE_001,2024-10,Salaries,2209
UAE_001,2024-10,Utilities & Tech,736
UAE_001,2024-10,Marketing,3932
UAE_001,2024-11,Rent,2570
UAE_001,2024-11,Salaries,4626
UAE_001,2024-11,Utilities & Tech,1542
UAE_001,2024-11,Marketing,8978
UAE_001,2024-12,Rent,2156
UAE_001,2024-12,Salaries,3880
UAE_001,2024-12,Utilities & Tech,1293
UAE_001,2024-12,Marketing,7786
UAE_001,2025-01,Rent,809
UAE_001,2025-01,Salaries,1457
UAE_001,2025-01,Utilities & Tech,485
UAE_001,2025-01,Marketing,2094
UAE_001,2025-02,Rent,831
UAE_001,2025-02,Salaries,1496
UAE_001,2025-02,Utilities & Tech,498
UAE_001,2025-02,Marketing,2055
UAE_001,2025-03,Rent,1794
UAE_001,2025-03,Salaries,3229
UAE_001,2025-03,Utilities & Tech,1076
UAE_001,2025-03,Marketing,6497
UAE_001,2025-04,Rent,1677
UAE_001,2025-04,Salaries,3019
UAE_001,2025-04,Utilities & Tech,1006
UAE_001,2025-04,Marketing,5483
UAE_001,2025-05,Rent,2364
UAE_001,2025-05,Salaries,4256
UAE_001,2025-05,Utilities & Tech,1418
UAE_001,2025-05,Marketing,8057
UAE_001,2025-06,Rent,2995
UAE_001,2025-06,Salaries,5391
UAE_001,2025-06,Utilities & Tech,1797
UAE_001,2025-06,Marketing,9015
UAE_001,2025-07,Rent,1728
UAE_001,2025-07,Salaries,3111
UAE_001,2025-07,Utilities & Tech,1037
UAE_001,2025-07,Marketing,4529
UAE_001,2025-08,Rent,4869
UAE_001,2025-08,Salaries,8765
UAE_001,2025-08,Utilities & Tech,2921
UAE_001,2025-08,Marketing,9262
UAE_001,2025-09,Rent,923
UAE_001,2025-09,Salaries,1661
UAE_001,2025-09,Utilities & Tech,553
UAE_001,2025-09,Marketing,2576
UAE_001,2025-10,Rent,1283
UAE_001,2025-10,Salaries,2309
UAE_001,2025-10,Utilities & Tech,769
UAE_001,2025-10,Marketing,3895
UAE_001,2025-11,Rent,1937
UAE_001,2025-11,Salaries,3486
UAE_001,2025-11,Utilities & Tech,1162
UAE_001,2025-11,Marketing,6756
UAE_001,2025-12,Rent,2090
UAE_001,2025-12,Salaries,3762
UAE_001,2025-12,Utilities & Tech,1254
UAE_001,2025-12,Marketing,6779
UAE_002,2023-01,Rent,1691
UAE_002,2023-01,Salaries,3044
UAE_002,2023-01,Utilities & Tech,1014
UAE_002,2023-01,Marketing,5454
UAE_002,2023-02,Rent,606
UAE_002,2023-02,Salaries,1092
UAE_002,2023-02,Utilities & Tech,364
UAE_002,2023-02,Marketing,1902
UAE_002,2023-03,Rent,1276
UAE_002,2023-03,Salaries,2298
UAE_002,2023-03,Utilities & Tech,766
UAE_002,2023-03,Marketing,3827
UAE_002,2023-04,Rent,1596
UAE_002,2023-04,Salaries,2874
UAE_002,2023-04,Utilities & Tech,958
UAE_002,2023-04,Marketing,4557
UAE_002,2023-05,Rent,1429
UAE_002,2023-05,Salaries,2572
UAE_002,2023-05,Utilities & Tech,857
UAE_002,2023-05,Marketing,4671
UAE_002,2023-06,Rent,1761
UAE_002,2023-06,Salaries,3170
UAE_002,2023-06,Utilities & Tech,1056
UAE_002,2023-06,Marketing,5509
UAE_002,2023-07,Rent,3139
UAE_002,2023-07,Salaries,5650
UAE_002,2023-07,Utilities & Tech,1883
UAE_002,2023-07,Marketing,9958
UAE_002,2023-08,Rent,1041
UAE_002,2023-08,Salaries,1875
UAE_002,2023-08,Utilities & Tech,625
UAE_002,2023-08,Marketing,2884
UAE_002,2023-09,Rent,2706
UAE_002,2023-09,Salaries,4870
UAE_002,2023-09,Utilities & Tech,1623
UAE_002,2023-09,Marketing,9203
UAE_002,2023-10,Rent,1582
UAE_002,2023-10,Salaries,2848
UAE_002,2023-10,Utilities & Tech,949
UAE_002,2023-10,Marketing,4165
UAE_002,2023-11,Rent,2332
UAE_002,2023-11,Salaries,4198
UAE_002,2023-11,Utilities & Tech,1399
UAE_002,2023-11,Marketing,8298
UAE_002,2023-12,Rent,1816
UAE_002,2023-12,Salaries,3269
UAE_002,2023-12,Utilities & Tech,1089
UAE_002,2023-12,Marketing,6080
UAE_002,2024-01,Rent,1402
UAE_002,2024-01,Salaries,2523
UAE_002,2024-01,Utilities & Tech,841
UAE_002,2024-01,Marketing,4019
UAE_002,2024-02,Rent,783
UAE_002,2024-02,Salaries,1409
UAE_002,2024-02,Utilities & Tech,469
UAE_002,2024-02,Marketing,2540
UAE_002,2024-03,Rent,777
UAE_002,2024-03,Salaries,1399
UAE_002,2024-03,Utilities & Tech,466
UAE_002,2024-03,Marketing,2409
UAE_002,2024-04,Rent,1603
UAE_002,2024-04,Salaries,2886
UAE_002,2024-04,Utilities & Tech,962
UAE_002,2024-04,Marketing,4276
UAE_002,2024-05,Rent,2265
UAE_002,2024-05,Salaries,4077
UAE_002,2024-05,Utilities & Tech,1359
UAE_002,2024-05,Marketing,6930
UAE_002,2024-06,Rent,1993
UAE_002,2024-06,Salaries,3588
UAE_002,2024-06,Utilities & Tech,1196
UAE_002,2024-06,Marketing,6990
UAE_002,2024-07,Rent,2410
UAE_002,2024-07,Salaries,4339
UAE_002,2024-07,Utilities & Tech,1446
UAE_002,2024-07,Marketing,7574
UAE_002,2024-08,Rent,2674
UAE_002,2024-08,Salaries,4813
UAE_002,2024-08,Utilities & Tech,1604
UAE_002,2024-08,Marketing,8585
UAE_002,2024-09,Rent,3058
UAE_002,2024-09,Salaries,5505
UAE_002,2024-09,Utilities & Tech,1835
UAE_002,2024-09,Marketing,10048
UAE_002,2024-10,Rent,1092
UAE_002,2024-10,Salaries,1965
UAE_002,2024-10,Utilities & Tech,655
UAE_002,2024-10,Marketing,3475
UAE_002,2024-11,Rent,1421
UAE_002,2024-11,Salaries,2558
UAE_002,2024-11,Utilities & Tech,852
UAE_002,2024-11,Marketing,3979
UAE_002,2024-12,Rent,1551
UAE_002,2024-12,Salaries,2792
UAE_002,2024-12,Utilities & Tech,930
UAE_002,2024-12,Marketing,5401
UAE_002,2025-01,Rent,2210
UAE_002,2025-01,Salaries,3978
UAE_002,2025-01,Utilities & Tech,1326
UAE_002,2025-01,Marketing,7101
UAE_002,2025-02,Rent,1929
UAE_002,2025-02,Salaries,3472
UAE_002,2025-02,Utilities & Tech,1157
UAE_002,2025-02,Marketing,6117
UAE_002,2025-03,Rent,1130
UAE_002,2025-03,Salaries,2034
UAE_002,2025-03,Utilities & Tech,678
UAE_002,2025-03,Marketing,2484
UAE_002,2025-04,Rent,2110
UAE_002,2025-04,Salaries,3798
UAE_002,2025-04,Utilities & Tech,1266
UAE_002,2025-04,Marketing,6441
UAE_002,2025-05,Rent,3262
UAE_002,2025-05,Salaries,5872
UAE_002,2025-05,Utilities & Tech,1957
UAE_002,2025-05,Marketing,9851
UAE_002,2025-06,Rent,2163
UAE_002,2025-06,Salaries,3894
UAE_002,2025-06,Utilities & Tech,1298
UAE_002,2025-06,Marketing,6976
UAE_002,2025-07,Rent,4195
UAE_002,2025-07,Salaries,7551
UAE_002,2025-07,Utilities & Tech,2517
UAE_002,2025-07,Marketing,10967
UAE_002,2025-08,Rent,988
UAE_002,2025-08,Salaries,1778
UAE_002,2025-08,Utilities & Tech,592
UAE_002,2025-08,Marketing,3126
UAE_002,2025-09,Rent,3137
UAE_002,2025-09,Salaries,5647
UAE_002,2025-09,Utilities & Tech,1882
UAE_002,2025-09,Marketing,10704
UAE_002,2025-10,Rent,1257
UAE_002,2025-10,Salaries,2263
UAE_002,2025-10,Utilities & Tech,754
UAE_002,2025-10,Marketing,4214
UAE_002,2025-11,Rent,2384
UAE_002,2025-11,Salaries,4292
UAE_002,2025-11,Utilities & Tech,1430
UAE_002,2025-11,Marketing,7052
UAE_002,2025-12,Rent,872
UAE_002,2025-12,Salaries,1569
UAE_002,2025-12,Utilities & Tech,523
UAE_002,2025-12,Marketing,1735
UAE_003,2023-01,Rent,783
UAE_003,2023-01,Salaries,1410
UAE_003,2023-01,Utilities & Tech,470
UAE_003,2023-01,Marketing,2150
UAE_003,2023-02,Rent,1942
UAE_003,2023-02,Salaries,3496
UAE_003,2023-02,Utilities & Tech,1165
UAE_003,2023-02,Marketing,6167
UAE_003,2023-03,Rent,2714
UAE_003,2023-03,Salaries,4885
UAE_003,2023-03,Utilities & Tech,1628
UAE_003,2023-03,Marketing,7248
UAE_003,2023-04,Rent,2314
UAE_003,2023-04,Salaries,4166
UAE_003,2023-04,Utilities & Tech,1388
UAE_003,2023-04,Marketing,7470
UAE_003,2023-05,Rent,3021
UAE_003,2023-05,Salaries,5438
UAE_003,2023-05,Utilities & Tech,1812
UAE_003,2023-05,Marketing,9942
UAE_003,2023-06,Rent,3164
UAE_003,2023-06,Salaries,5695
UAE_003,2023-06,Utilities & Tech,1898
UAE_003,2023-06,Marketing,11427
UAE_003,2023-07,Rent,3950
UAE_003,2023-07,Salaries,7110
UAE_003,2023-07,Utilities & Tech,2370
UAE_003,2023-07,Marketing,10836
UAE_003,2023-08,Rent,2398
UAE_003,2023-08,Salaries,4317
UAE_003,2023-08,Utilities & Tech,1439
UAE_003,2023-08,Marketing,7448
UAE_003,2023-09,Rent,2029
UAE_003,2023-09,Salaries,3653
UAE_003,2023-09,Utilities & Tech,1217
UAE_003,2023-09,Marketing,7101
UAE_003,2023-10,Rent,1930
UAE_003,2023-10,Salaries,3474
UAE_003,2023-10,Utilities & Tech,1158
UAE_003,2023-10,Marketing,6465
UAE_003,2023-11,Rent,2115
UAE_003,2023-11,Salaries,3807
UAE_003,2023-11,Utilities & Tech,1269
UAE_003,2023-11,Marketing,7416
UAE_003,2023-12,Rent,1545
UAE_003,2023-12,Salaries,2781
UAE_003,2023-12,Utilities & Tech,927
UAE_003,2023-12,Marketing,5176
UAE_003,2024-01,Rent,617
UAE_003,2024-01,Salaries,1110
UAE_003,2024-01,Utilities & Tech,370
UAE_003,2024-01,Marketing,1709
UAE_003,2024-02,Rent,1397
UAE_003,2024-02,Salaries,2515
UAE_003,2024-02,Utilities & Tech,838
UAE_003,2024-02,Marketing,4852
UAE_003,2024-03,Rent,2084
UAE_003,2024-03,Salaries,3751
UAE_003,2024-03,Utilities & Tech,1250
UAE_003,2024-03,Marketing,6395
UAE_003,2024-04,Rent,2437
UAE_003,2024-04,Salaries,4387
UAE_003,2024-04,Utilities & Tech,1462
UAE_003,2024-04,Marketing,7938
UAE_003,2024-05,Rent,2394
UAE_003,2024-05,Salaries,4310
UAE_003,2024-05,Utilities & Tech,1436
UAE_003,2024-05,Marketing,8434
UAE_003,2024-06,Rent,2537
UAE_003,2024-06,Salaries,4566
UAE_003,2024-06,Utilities & Tech,1522
UAE_003,2024-06,Marketing,8926
UAE_003,2024-07,Rent,3324
UAE_003,2024-07,Salaries,5983
UAE_003,2024-07,Utilities & Tech,1994
UAE_003,2024-07,Marketing,10792
UAE_003,2024-08,Rent,1235
UAE_003,2024-08,Salaries,2223
UAE_003,2024-08,Utilities & Tech,741
UAE_003,2024-08,Marketing,2999
UAE_003,2024-09,Rent,2758
UAE_003,2024-09,Salaries,4965
UAE_003,2024-09,Utilities & Tech,1655
UAE_003,2024-09,Marketing,9620
UAE_003,2024-10,Rent,1716
UAE_003,2024-10,Salaries,3088
UAE_003,2024-10,Utilities & Tech,1029
UAE_003,2024-10,Marketing,5564
UAE_003,2024-11,Rent,1101
UAE_003,2024-11,Salaries,1982
UAE_003,2024-11,Utilities & Tech,660
UAE_003,2024-11,Marketing,2831
UAE_003,2024-12,Rent,1693
UAE_003,2024-12,Salaries,3048
UAE_003,2024-12,Utilities & Tech,1016
UAE_003,2024-12,Marketing,5876
UAE_003,2025-01,Rent,704
UAE_003,2025-01,Salaries,1267
UAE_003,2025-01,Utilities & Tech,422
UAE_003,2025-01,Marketing,2039
UAE_003,2025-02,Rent,1656
UAE_003,2025-02,Salaries,2982
UAE_003,2025-02,Utilities & Tech,994
UAE_003,2025-02,Marketing,5532
UAE_003,2025-03,Rent,1753
UAE_003,2025-03,Salaries,3155
UAE_003,2025-03,Utilities & Tech,1051
UAE_003,2025-03,Marketing,5668
UAE_003,2025-04,Rent,2937
UAE_003,2025-04,Salaries,5287
UAE_003,2025-04,Utilities & Tech,1762
UAE_003,2025-04,Marketing,9543
UAE_003,2025-05,Rent,1489
UAE_003,2025-05,Salaries,2681
UAE_003,2025-05,Utilities & Tech,893
UAE_003,2025-05,Marketing,4034
UAE_003,2025-06,Rent,3369
UAE_003,2025-06,Salaries,6064
UAE_003,2025-06,Utilities & Tech,2021
UAE_003,2025-06,Marketing,11402
UAE_003,2025-07,Rent,2148
UAE_003,2025-07,Salaries,3866
UAE_003,2025-07,Utilities & Tech,1288
UAE_003,2025-07,Marketing,6103
UAE_003,2025-08,Rent,2588
UAE_003,2025-08,Salaries,4659
UAE_003,2025-08,Utilities & Tech,1553
UAE_003,2025-08,Marketing,9495
UAE_003,2025-09,Rent,1598
UAE_003,2025-09,Salaries,2877
UAE_003,2025-09,Utilities & Tech,959
UAE_003,2025-09,Marketing,5238
UAE_003,2025-10,Rent,1816
UAE_003,2025-10,Salaries,3268
UAE_003,2025-10,Utilities & Tech,1089
UAE_003,2025-10,Marketing,4685
UAE_003,2025-11,Rent,2037
UAE_003,2025-11,Salaries,3666
UAE_003,2025-11,Utilities & Tech,1222
UAE_003,2025-11,Marketing,7633
UAE_003,2025-12,Rent,1972
UAE_003,2025-12,Salaries,3550
UAE_003,2025-12,Utilities & Tech,1183
UAE_003,2025-12,Marketing,7245
UAE_004,2023-01,Rent,1805
UAE_004,2023-01,Salaries,3250
UAE_004,2023-01,Utilities & Tech,1083
UAE_004,2023-01,Marketing,4647
UAE_004,2023-02,Rent,1312
UAE_004,2023-02,Salaries,2362
UAE_004,2023-02,Utilities & Tech,787
UAE_004,2023-02,Marketing,3388
UAE_004,2023-03,Rent,5374
UAE_004,2023-03,Salaries,9674
UAE_004,2023-03,Utilities & Tech,3224
UAE_004,2023-03,Marketing,14151
UAE_004,2023-04,Rent,1863
UAE_004,2023-04,Salaries,3354
UAE_004,2023-04,Utilities & Tech,1118
UAE_004,2023-04,Marketing,5751
UAE_004,2023-05,Rent,2869
UAE_004,2023-05,Salaries,5164
UAE_004,2023-05,Utilities & Tech,1721
UAE_004,2023-05,Marketing,10035
UAE_004,2023-06,Rent,4614
UAE_004,2023-06,Salaries,8305
UAE_004,2023-06,Utilities & Tech,2768
UAE_004,2023-06,Marketing,12820
UAE_004,2023-07,Rent,3967
UAE_004,2023-07,Salaries,7141
UAE_004,2023-07,Utilities & Tech,2380
UAE_004,2023-07,Marketing,12726
UAE_004,2023-08,Rent,7807
UAE_004,2023-08,Salaries,14053
UAE_004,2023-08,Utilities & Tech,4684
UAE_004,2023-08,Marketing,20191
UAE_004,2023-09,Rent,3715
UAE_004,2023-09,Salaries,6687
UAE_004,2023-09,Utilities & Tech,2229
UAE_004,2023-09,Marketing,13096
UAE_004,2023-10,Rent,4277
UAE_004,2023-10,Salaries,7699
UAE_004,2023-10,Utilities & Tech,2566
UAE_004,2023-10,Marketing,10041
UAE_004,2023-11,Rent,5394
UAE_004,2023-11,Salaries,9710
UAE_004,2023-11,Utilities & Tech,3236
UAE_004,2023-11,Marketing,15643
UAE_004,2023-12,Rent,5078
UAE_004,2023-12,Salaries,9141
UAE_004,2023-12,Utilities & Tech,3047
UAE_004,2023-12,Marketing,13364
UAE_004,2024-01,Rent,2988
UAE_004,2024-01,Salaries,5379
UAE_004,2024-01,Utilities & Tech,1793
UAE_004,2024-01,Marketing,10621
UAE_004,2024-02,Rent,1702
UAE_004,2024-02,Salaries,3064
UAE_004,2024-02,Utilities & Tech,1021
UAE_004,2024-02,Marketing,4933
UAE_004,2024-03,Rent,1850
UAE_004,2024-03,Salaries,3330
UAE_004,2024-03,Utilities & Tech,1110
UAE_004,2024-03,Marketing,5770
UAE_004,2024-04,Rent,3575
UAE_004,2024-04,Salaries,6435
UAE_004,2024-04,Utilities & Tech,2145
UAE_004,2024-04,Marketing,10278
UAE_004,2024-05,Rent,3526
UAE_004,2024-05,Salaries,6347
UAE_004,2024-05,Utilities & Tech,2115
UAE_004,2024-05,Marketing,6983
UAE_004,2024-06,Rent,3198
UAE_004,2024-06,Salaries,5756
UAE_004,2024-06,Utilities & Tech,1918
UAE_004,2024-06,Marketing,10200
UAE_004,2024-07,Rent,2416
UAE_004,2024-07,Salaries,4350
UAE_004,2024-07,Utilities & Tech,1450
UAE_004,2024-07,Marketing,6383
UAE_004,2024-08,Rent,7297
UAE_004,2024-08,Salaries,13134
UAE_004,2024-08,Utilities & Tech,4378
UAE_004,2024-08,Marketing,13850
UAE_004,2024-09,Rent,3713
UAE_004,2024-09,Salaries,6683
UAE_004,2024-09,Utilities & Tech,2227
UAE_004,2024-09,Marketing,10839
UAE_004,2024-10,Rent,7500
UAE_004,2024-10,Salaries,13500
UAE_004,2024-10,Utilities & Tech,4500
UAE_004,2024-10,Marketing,17244
UAE_004,2024-11,Rent,1794
UAE_004,2024-11,Salaries,3229
UAE_004,2024-11,Utilities & Tech,1076
UAE_004,2024-11,Marketing,4094
UAE_004,2024-12,Rent,4232
UAE_004,2024-12,Salaries,7618
UAE_004,2024-12,Utilities & Tech,2539
UAE_004,2024-12,Marketing,14834
UAE_004,2025-01,Rent,2289
UAE_004,2025-01,Salaries,4121
UAE_004,2025-01,Utilities & Tech,1373
UAE_004,2025-01,Marketing,5424
UAE_004,2025-02,Rent,2180
UAE_004,2025-02,Salaries,3924
UAE_004,2025-02,Utilities & Tech,1308
UAE_004,2025-02,Marketing,7127
UAE_004,2025-03,Rent,2622
UAE_004,2025-03,Salaries,4720
UAE_004,2025-03,Utilities & Tech,1573
UAE_004,2025-03,Marketing,8782
UAE_004,2025-04,Rent,3245
UAE_004,2025-04,Salaries,5842
UAE_004,2025-04,Utilities & Tech,1947
UAE_004,2025-04,Marketing,10027
UAE_004,2025-05,Rent,4573
UAE_004,2025-05,Salaries,8232
UAE_004,2025-05,Utilities & Tech,2744
UAE_004,2025-05,Marketing,14903
UAE_004,2025-06,Rent,3948
UAE_004,2025-06,Salaries,7107
UAE_004,2025-06,Utilities & Tech,2369
UAE_004,2025-06,Marketing,13907
UAE_004,2025-07,Rent,2577
UAE_004,2025-07,Salaries,4639
UAE_004,2025-07,Utilities & Tech,1546
UAE_004,2025-07,Marketing,8210
UAE_004,2025-08,Rent,2404
UAE_004,2025-08,Salaries,4327
UAE_004,2025-08,Utilities & Tech,1442
UAE_004,2025-08,Marketing,8231
UAE_004,2025-09,Rent,5104
UAE_004,2025-09,Salaries,9187
UAE_004,2025-09,Utilities & Tech,3062
UAE_004,2025-09,Marketing,14353
UAE_004,2025-10,Rent,3104
UAE_004,2025-10,Salaries,5587
UAE_004,2025-10,Utilities & Tech,1862
UAE_004,2025-10,Marketing,6944
UAE_004,2025-11,Rent,2149
UAE_004,2025-11,Salaries,3869
UAE_004,2025-11,Utilities & Tech,1289
UAE_004,2025-11,Marketing,7375
UAE_004,2025-12,Rent,1696
UAE_004,2025-12,Salaries,3054
UAE_004,2025-12,Utilities & Tech,1018
UAE_004,2025-12,Marketing,5655
UAE_005,2023-01,Rent,10061
UAE_005,2023-01,Salaries,18110
UAE_005,2023-01,Utilities & Tech,6036
UAE_005,2023-01,Marketing,26073
UAE_005,2023-02,Rent,3290
UAE_005,2023-02,Salaries,5922
UAE_005,2023-02,Utilities & Tech,1974
UAE_005,2023-02,Marketing,7698
UAE_005,2023-03,Rent,2465
UAE_005,2023-03,Salaries,4437
UAE_005,2023-03,Utilities & Tech,1479
UAE_005,2023-03,Marketing,8127
UAE_005,2023-04,Rent,2946
UAE_005,2023-04,Salaries,5302
UAE_005,2023-04,Utilities & Tech,1767
UAE_005,2023-04,Marketing,8253
UAE_005,2023-05,Rent,7145
UAE_005,2023-05,Salaries,12861
UAE_005,2023-05,Utilities & Tech,4287
UAE_005,2023-05,Marketing,16842
UAE_005,2023-06,Rent,22831
UAE_005,2023-06,Salaries,41097
UAE_005,2023-06,Utilities & Tech,13699
UAE_005,2023-06,Marketing,32132
UAE_005,2023-07,Rent,15364
UAE_005,2023-07,Salaries,27655
UAE_005,2023-07,Utilities & Tech,9218
UAE_005,2023-07,Marketing,37663
UAE_005,2023-08,Rent,5312
UAE_005,2023-08,Salaries,9562
UAE_005,2023-08,Utilities & Tech,3187
UAE_005,2023-08,Marketing,11979
UAE_005,2023-09,Rent,5197
UAE_005,2023-09,Salaries,9355
UAE_005,2023-09,Utilities & Tech,3118
UAE_005,2023-09,Marketing,14661
UAE_005,2023-10,Rent,15943
UAE_005,2023-10,Salaries,28697
UAE_005,2023-10,Utilities & Tech,9565
UAE_005,2023-10,Marketing,30595
UAE_005,2023-11,Rent,7171
UAE_005,2023-11,Salaries,12907
UAE_005,2023-11,Utilities & Tech,4302
UAE_005,2023-11,Marketing,12526
UAE_005,2023-12,Rent,8039
UAE_005,2023-12,Salaries,14470
UAE_005,2023-12,Utilities & Tech,4823
UAE_005,2023-12,Marketing,17501
UAE_005,2024-01,Rent,8168
UAE_005,2024-01,Salaries,14702
UAE_005,2024-01,Utilities & Tech,4900
UAE_005,2024-01,Marketing,25681
UAE_005,2024-02,Rent,7900
UAE_005,2024-02,Salaries,14220
UAE_005,2024-02,Utilities & Tech,4740
UAE_005,2024-02,Marketing,22958
UAE_005,2024-03,Rent,2314
UAE_005,2024-03,Salaries,4165
UAE_005,2024-03,Utilities & Tech,1388
UAE_005,2024-03,Marketing,7072
UAE_005,2024-04,Rent,9215
UAE_005,2024-04,Salaries,16587
UAE_005,2024-04,Utilities & Tech,5529
UAE_005,2024-04,Marketing,26605
UAE_005,2024-05,Rent,16828
UAE_005,2024-05,Salaries,30291
UAE_005,2024-05,Utilities & Tech,10097
UAE_005,2024-05,Marketing,25231
UAE_005,2024-06,Rent,6755
UAE_005,2024-06,Salaries,12159
UAE_005,2024-06,Utilities & Tech,4053
UAE_005,2024-06,Marketing,15180
UAE_005,2024-07,Rent,8124
UAE_005,2024-07,Salaries,14624
UAE_005,2024-07,Utilities & Tech,4874
UAE_005,2024-07,Marketing,19771
UAE_005,2024-08,Rent,10400
UAE_005,2024-08,Salaries,18721
UAE_005,2024-08,Utilities & Tech,6240
UAE_005,2024-08,Marketing,20170
UAE_005,2024-09,Rent,12163
UAE_005,2024-09,Salaries,21894
UAE_005,2024-09,Utilities & Tech,7298
UAE_005,2024-09,Marketing,32475
UAE_005,2024-10,Rent,4940
UAE_005,2024-10,Salaries,8892
UAE_005,2024-10,Utilities & Tech,2964
UAE_005,2024-10,Marketing,11845
UAE_005,2024-11,Rent,9808
UAE_005,2024-11,Salaries,17654
UAE_005,2024-11,Utilities & Tech,5884
UAE_005,2024-11,Marketing,22624
UAE_005,2024-12,Rent,2705
UAE_005,2024-12,Salaries,4869
UAE_005,2024-12,Utilities & Tech,1623
UAE_005,2024-12,Marketing,7677
UAE_005,2025-01,Rent,9656
UAE_005,2025-01,Salaries,17381
UAE_005,2025-01,Utilities & Tech,5793
UAE_005,2025-01,Marketing,17440
UAE_005,2025-02,Rent,11153
UAE_005,2025-02,Salaries,20075
UAE_005,2025-02,Utilities & Tech,6691
UAE_005,2025-02,Marketing,23567
UAE_005,2025-03,Rent,8677
UAE_005,2025-03,Salaries,15619
UAE_005,2025-03,Utilities & Tech,5206
UAE_005,2025-03,Marketing,21370
UAE_005,2025-04,Rent,10361
UAE_005,2025-04,Salaries,18650
UAE_005,2025-04,Utilities & Tech,6216
UAE_005,2025-04,Marketing,23583
UAE_005,2025-05,Rent,8598
UAE_005,2025-05,Salaries,15477
UAE_005,2025-05,Utilities & Tech,5159
UAE_005,2025-05,Marketing,25898
UAE_005,2025-06,Rent,5042
UAE_005,2025-06,Salaries,9076
UAE_005,2025-06,Utilities & Tech,3025
UAE_005,2025-06,Marketing,11532
UAE_005,2025-07,Rent,19991
UAE_005,2025-07,Salaries,35984
UAE_005,2025-07,Utilities & Tech,11994
UAE_005,2025-07,Marketing,32182
UAE_005,2025-08,Rent,4992
UAE_005,2025-08,Salaries,8986
UAE_005,2025-08,Utilities & Tech,2995
UAE_005,2025-08,Marketing,16086
UAE_005,2025-09,Rent,3886
UAE_005,2025-09,Salaries,6995
UAE_005,2025-09,Utilities & Tech,2331
UAE_005,2025-09,Marketing,8553
UAE_005,2025-10,Rent,6032
UAE_005,2025-10,Salaries,10858
