business_id,customer_id,signup_month,segment,lifetime_value,churned,churn_month,purchases
UAE_003,CUST_1120,2025-09,Standard,2828,No,,6
UAE_003,CUST_1121,2025-10,Standard,5418,No,,3
UAE_003,CUST_1122,2025-11,Standard,2005,No,,1
UAE_003,CUST_1123,2025-12,Standard,2484,No,,4
UAE_004,CUST_1124,2023-01,Standard,8513,No,,8
UAE_004,CUST_1125,2023-02,Standard,7285,No,,5
UAE_004,CUST_1126,2023-03,Standard,9086,No,,3
UAE_004,CUST_1127,2023-03,Standard,12529,No,,7
UAE_004,CUST_1128,2023-04,Standard,5869,No,,8
UAE_004,CUST_1129,2023-05,Standard,7126,No,,6
UAE_004,CUST_1130,2023-06,Standard,12529,No,,5
UAE_004,CUST_1131,2023-06,Basic,13238,No,,4
UAE_004,CUST_1132,2023-07,Standard,5257,No,,2
UAE_004,CUST_1133,2023-07,Standard,4111,No,,7
UAE_004,CUST_1134,2023-08,Standard,6098,No,,7
UAE_004,CUST_1135,2023-08,Standard,11943,No,,4
UAE_004,CUST_1136,2023-09,Standard,7444,No,,3
UAE_004,CUST_1137,2023-10,Basic,8472,No,,1
UAE_004,CUST_1138,2023-10,Standard,9729,No,,8
UAE_004,CUST_1139,2023-11,Standard,5988,No,,4
UAE_004,CUST_1140,2023-11,Standard,7522,No,,7
UAE_004,CUST_1141,2023-12,VIP,8903,No,,8
UAE_004,CUST_1142,2023-12,Standard,21348,No,,5
UAE_004,CUST_1143,2024-01,Basic,3844,No,,6
UAE_004,CUST_1144,2024-02,Standard,9685,No,,8
UAE_004,CUST_1145,2024-03,VIP,7410,No,,9
UAE_004,CUST_1146,2024-04,VIP,10062,No,,8
UAE_004,CUST_1147,2024-04,Standard,6215,No,,6
UAE_004,CUST_1148,2024-05,Standard,7773,No,,8
UAE_004,CUST_1149,2024-05,Standard,9937,No,,8
UAE_004,CUST_1150,2024-06,Standard,7674,No,,7
UAE_004,CUST_1151,2024-07,Standard,6642,No,,2
UAE_004,CUST_1152,2024-08,Standard,10942,No,,1
UAE_004,CUST_1153,2024-08,Standard,17171,No,,8
UAE_004,CUST_1154,2024-09,Standard,11209,No,,5
UAE_004,CUST_1155,2024-10,Standard,6137,No,,6
UAE_004,CUST_1156,2024-10,Standard,13310,No,,7
UAE_004,CUST_1157,2024-11,Standard,9555,No,,3
UAE_004,CUST_1158,2024-12,Standard,2439,No,,1
UAE_004,CUST_1159,2024-12,VIP,5231,No,,2
UAE_004,CUST_1160,2025-01,Standard,17904,No,,5
UAE_004,CUST_1161,2025-02,Standard,8353,No,,7
UAE_004,CUST_1162,2025-03,VIP,4631,No,,1
UAE_004,CUST_1163,2025-04,VIP,11229,No,,2
UAE_004,CUST_1164,2025-05,Standard,8335,No,,8
UAE_004,CUST_1165,2025-06,Standard,6618,No,,1
UAE_004,CUST_1166,2025-07,VIP,9880,No,,5
UAE_004,CUST_1167,2025-08,Basic,3353,No,,4
UAE_004,CUST_1168,2025-09,Standard,4061,No,,6
UAE_004,CUST_1169,2025-09,Standard,5329,No,,4
UAE_004,CUST_1170,2025-10,Standard,5383,No,,1
UAE_004,CUST_1171,2025-10,Standard,6384,No,,7
UAE_004,CUST_1172,2025-11,Standard,6189,No,,6
UAE_004,CUST_1173,2025-12,Standard,4607,No,,4
UAE_005,CUST_1174,2023-01,Standard,13465,No,,3
UAE_005,CUST_1175,2023-01,VIP,8836,No,,6
UAE_005,CUST_1176,2023-02,Basic,13649,No,,4
UAE_005,CUST_1177,2023-02,Standard,16518,No,,8
UAE_005,CUST_1178,2023-03,VIP,8768,No,,4
UAE_005,CUST_1179,2023-04,Standard,11108,No,,9
UAE_005,CUST_1180,2023-05,Standard,19008,No,,7
UAE_005,CUST_1181,2023-05,Standard,13110,No,,3
UAE_005,CUST_1182,2023-06,Standard,23764,No,,4
UAE_005,CUST_1183,2023-06,Standard,20018,No,,2
UAE_005,CUST_1184,2023-07,Standard,17510,No,,7
UAE_005,CUST_1185,2023-07,Standard,14023,No,,2
UAE_005,CUST_1186,2023-08,Standard,9927,No,,5
UAE_005,CUST_1187,2023-08,VIP,9934,No,,6
UAE_005,CUST_1188,2023-09,VIP,6256,No,,1
UAE_005,CUST_1189,2023-09,Standard,5439,No,,2
UAE_005,CUST_1190,2023-10,VIP,16550,No,,3
UAE_005,CUST_1191,2023-10,Standard,14838,No,,4
UAE_005,CUST_1192,2023-11,Standard,20032,No,,2
UAE_005,CUST_1193,2023-11,Standard,14501,No,,8
UAE_005,CUST_1194,2023-12,VIP,14284,No,,5
UAE_005,CUST_1195,2023-12,VIP,31221,No,,9
UAE_005,CUST_1196,2024-01,Standard,7927,No,,6
UAE_005,CUST_1197,2024-01,Standard,9680,No,,1
UAE_005,CUST_1198,2024-02,VIP,11168,No,,1
UAE_005,CUST_1199,2024-02,Basic,15599,No,,9
UAE_005,CUST_1200,2024-03,Standard,10935,No,,2
UAE_005,CUST_1201,2024-04,Standard,13128,No,,5
UAE_005,CUST_1202,2024-04,Standard,12532,No,,4
UAE_005,CUST_1203,2024-05,Standard,27192,No,,2
UAE_005,CUST_1204,2024-05,Standard,16776,No,,9
UAE_005,CUST_1205,2024-06,Standard,14114,No,,2
UAE_005,CUST_1206,2024-06,Standard,12464,No,,6
UAE_005,CUST_1207,2024-07,VIP,12068,No,,8
UAE_005,CUST_1208,2024-07,VIP,15034,No,,5
UAE_005,CUST_1209,2024-08,Standard,11763,No,,3
UAE_005,CUST_1210,2024-08,Basic,20607,No,,1
UAE_005,CUST_1211,2024-09,VIP,11437,No,,6
UAE_005,CUST_1212,2024-09,Standard,5745,No,,2
UAE_005,CUST_1213,2024-10,VIP,15299,No,,3
UAE_005,CUST_1214,2024-11,Standard,13550,No,,9
UAE_005,CUST_1215,2024-11,Standard,29956,No,,3
UAE_005,CUST_1216,2024-12,VIP,6659,No,,4
UAE_005,CUST_1217,2025-01,Standard,30377,No,,2
UAE_005,CUST_1218,2025-01,VIP,21861,No,,2
UAE_005,CUST_1219,2025-02,VIP,13336,No,,1
UAE_005,CUST_1220,2025-02,Standard,18209,No,,5
UAE_005,CUST_1221,2025-03,Standard,13159,No,,8
UAE_005,CUST_1222,2025-03,VIP,18532,No,,9
UAE_005,CUST_1223,2025-04,Standard,22196,No,,3
UAE_005,CUST_1224,2025-04,VIP,17719,No,,1
UAE_005,CUST_1225,2025-05,Standard,9198,No,,3
UAE_005,CUST_1226,2025-05,Standard,9971,No,,2
UAE_005,CUST_1227,2025-06,Standard,18058,No,,9
UAE_005,CUST_1228,2025-07,Standard,18146,No,,6
UAE_005,CUST_1229,2025-07,Standard,17513,No,,8
UAE_005,CUST_1230,2025-08,VIP,9797,No,,7
UAE_005,CUST_1231,2025-09,Standard,22020,No,,3
UAE_005,CUST_1232,2025-10,Standard,5997,No,,7
UAE_005,CUST_1233,2025-10,Standard,8618,No,,7
UAE_005,CUST_1234,2025-11,Standard,20744,No,,3
UAE_005,CUST_1235,2025-11,Standard,16775,No,,7
UAE_005,CUST_1236,2025-12,Standard,9871,No,,7
UAE_005,CUST_1237,2025-12,Standard,6965,No,,6
UAE_006,CUST_1238,2023-01,Standard,6507,No,,3
UAE_006,CUST_1239,2023-01,VIP,16448,No,,3
UAE_006,CUST_1240,2023-02,VIP,15580,No,,2
UAE_006,CUST_1241,2023-03,Standard,9136,No,,8
UAE_006,CUST_1242,2023-03,VIP,9866,No,,2
UAE_006,CUST_1243,2023-04,Standard,11386,No,,6
UAE_006,CUST_1244,2023-04,Standard,11285,No,,4
UAE_006,CUST_1245,2023-05,Standard,35859,No,,6
UAE_006,CUST_1246,2023-05,Standard,34324,No,,6
UAE_006,CUST_1247,2023-06,Standard,24393,No,,3
UAE_006,CUST_1248,2023-07,Standard,28594,No,,6
UAE_006,CUST_1249,2023-08,Standard,18420,No,,9
UAE_006,CUST_1250,2023-08,Standard,17140,No,,3
UAE_006,CUST_1251,2023-09,Standard,11282,No,,1
UAE_006,CUST_1252,2023-10,Standard,11527,No,,5
UAE_006,CUST_1253,2023-10,VIP,17369,No,,4
UAE_006,CUST_1254,2023-11,Standard,14237,No,,4
UAE_006,CUST_1255,2023-12,Standard,17570,No,,3
UAE_006,CUST_1256,2023-12,Basic,28898,No,,2
UAE_006,CUST_1257,2024-01,VIP,5732,No,,5
UAE_006,CUST_1258,2024-01,VIP,8407,No,,6
UAE_006,CUST_1259,2024-02,Standard,24071,No,,9
UAE_006,CUST_1260,2024-02,VIP,15636,No,,4
UAE_006,CUST_1261,2024-03,VIP,8087,No,,3
UAE_006,CUST_1262,2024-04,Standard,9339,No,,9
UAE_006,CUST_1263,2024-04,Standard,14288,No,,6
UAE_006,CUST_1264,2024-05,Standard,11852,No,,8
UAE_006,CUST_1265,2024-06,Standard,8779,No,,6
UAE_006,CUST_1266,2024-06,Standard,4975,No,,8
UAE_006,CUST_1267,2024-07,Standard,17330,No,,1
UAE_006,CUST_1268,2024-07,Standard,13832,No,,8
UAE_006,CUST_1269,2024-08,Standard,11466,No,,4
UAE_006,CUST_1270,2024-08,VIP,9725,No,,4
UAE_006,CUST_1271,2024-09,Standard,14285,No,,9
UAE_006,CUST_1272,2024-09,Standard,15795,No,,2
UAE_006,CUST_1273,2024-10,Standard,5966,No,,1
UAE_006,CUST_1274,2024-10,Standard,6285,No,,7
UAE_006,CUST_1275,2024-11,Standard,18224,No,,8
UAE_006,CUST_1276,2024-11,Standard,27015,No,,6
UAE_006,CUST_1277,2024-12,Standard,17603,No,,2
UAE_006,CUST_1278,2024-12,Standard,23574,No,,5
UAE_006,CUST_1279,2025-01,Standard,18685,No,,7
UAE_006,CUST_1280,2025-01,Standard,21122,No,,8
UAE_006,CUST_1281,2025-02,VIP,14254,No,,1
UAE_006,CUST_1282,2025-02,Standard,8467,No,,9
UAE_006,CUST_1283,2025-03,Standard,15101,No,,4
UAE_006,CUST_1284,2025-03,VIP,14773,No,,9
UAE_006,CUST_1285,2025-04,Standard,20486,No,,7
UAE_006,CUST_1286,2025-04,VIP,19023,No,,5
UAE_006,CUST_1287,2025-05,Standard,13477,No,,8
UAE_006,CUST_1288,2025-05,VIP,8591,No,,5
UAE_006,CUST_1289,2025-06,Standard,17826,No,,2
UAE_006,CUST_1290,2025-06,Basic,8665,No,,7
UAE_006,CUST_1291,2025-07,VIP,34921,No,,6
UAE_006,CUST_1292,2025-07,VIP,31637,No,,5
UAE_006,CUST_1293,2025-08,Standard,27596,No,,7
UAE_006,CUST_1294,2025-08,Standard,21006,No,,8
UAE_006,CUST_1295,2025-09,Standard,33622,No,,6
UAE_006,CUST_1296,2025-09,VIP,14266,No,,6
UAE_006,CUST_1297,2025-10,Standard,9617,No,,6
UAE_006,CUST_1298,2025-10,VIP,12604,No,,7
UAE_006,CUST_1299,2025-11,Basic,28254,No,,1
UAE_006,CUST_1300,2025-11,Standard,24754,No,,4
UAE_006,CUST_1301,2025-12,Standard,6703,No,,3
UAE_006,CUST_1302,2025-12,VIP,5353,No,,4
UAE_007,CUST_1303,2023-01,VIP,2987,No,,7
UAE_007,CUST_1304,2023-02,VIP,3706,No,,6
UAE_007,CUST_1305,2023-03,Standard,8104,No,,3
UAE_007,CUST_1306,2023-04,Standard,3310,No,,5
UAE_007,CUST_1307,2023-05,Standard,6205,No,,5
UAE_007,CUST_1308,2023-06,VIP,5207,No,,8
UAE_007,CUST_1309,2023-07,Standard,6220,No,,1
UAE_007,CUST_1310,2023-07,Standard,7441,No,,3
UAE_007,CUST_1311,2023-08,Standard,1707,No,,7
UAE_007,CUST_1312,2023-09,Standard,6488,No,,4
UAE_007,CUST_1313,2023-10,VIP,6618,No,,4
UAE_007,CUST_1314,2023-11,Standard,3657,No,,5
UAE_007,CUST_1315,2023-12,Standard,2553,No,,3
UAE_007,CUST_1316,2024-01,Basic,5697,No,,8
UAE_007,CUST_1317,2024-01,Standard,4147,No,,6
UAE_007,CUST_1318,2024-02,Standard,8413,No,,1
UAE_007,CUST_1319,2024-03,Standard,1809,No,,4
UAE_007,CUST_1320,2024-04,VIP,5774,No,,3
UAE_007,CUST_1321,2024-05,VIP,5968,No,,1
UAE_007,CUST_1322,2024-06,Basic,10156,No,,7
UAE_007,CUST_1323,2024-07,Standard,6445,No,,5
UAE_007,CUST_1324,2024-08,Standard,2027,No,,2
UAE_007,CUST_1325,2024-09,VIP,4945,No,,5
UAE_007,CUST_1326,2024-10,Standard,3465,No,,3
UAE_007,CUST_1327,2024-11,Standard,3938,No,,1
UAE_007,CUST_1328,2024-12,Standard,3199,No,,5
UAE_007,CUST_1329,2024-12,Standard,5222,No,,4
UAE_007,CUST_1330,2025-01,Standard,2592,No,,5
UAE_007,CUST_1331,2025-02,Basic,9609,No,,2
UAE_007,CUST_1332,2025-03,Standard,3220,No,,7
UAE_007,CUST_1333,2025-04,Basic,7552,No,,9
UAE_007,CUST_1334,2025-05,VIP,5737,No,,8
UAE_007,CUST_1335,2025-05,Standard,5999,No,,5
UAE_007,CUST_1336,2025-06,Standard,6504,No,,9
UAE_007,CUST_1337,2025-06,Standard,10621,No,,7
UAE_007,CUST_1338,2025-07,Standard,4925,No,,2
UAE_007,CUST_1339,2025-08,Standard,6325,No,,5
UAE_007,CUST_1340,2025-09,Standard,4531,No,,2
UAE_007,CUST_1341,2025-10,Basic,3363,No,,7
UAE_007,CUST_1342,2025-11,Basic,2839,No,,6
UAE_007,CUST_1343,2025-12,Basic,8609,No,,1
UAE_008,CUST_1344,2023-01,Standard,61463,No,,4
UAE_008,CUST_1345,2023-01,Standard,71674,No,,3
UAE_008,CUST_1346,2023-02,Standard,64474,No,,1
UAE_008,CUST_1347,2023-02,Standard,47105,No,,2
UAE_008,CUST_1348,2023-03,Standard,101172,No,,8
UAE_008,CUST_1349,2023-03,VIP,43822,No,,9
UAE_008,CUST_1350,2023-04,Standard,37185,No,,3
UAE_008,CUST_1351,2023-04,Basic,64309,No,,4
UAE_008,CUST_1352,2023-05,Standard,38883,No,,9
UAE_008,CUST_1353,2023-05,Standard,68683,No,,1
UAE_008,CUST_1354,2023-06,Standard,86305,No,,3
UAE_008,CUST_1355,2023-06,Standard,99543,No,,8
UAE_008,CUST_1356,2023-07,Standard,75870,No,,1
UAE_008,CUST_1357,2023-07,Basic,81359,No,,2
UAE_008,CUST_1358,2023-08,Standard,101329,No,,7
UAE_008,CUST_1359,2023-08,Basic,103392,No,,1
UAE_008,CUST_1360,2023-09,Standard,28850,No,,1
UAE_008,CUST_1361,2023-09,Standard,28606,No,,8
UAE_008,CUST_1362,2023-10,Standard,59131,No,,1
UAE_008,CUST_1363,2023-10,Standard,45008,No,,8
UAE_008,CUST_1364,2023-11,Standard,28199,No,,3
UAE_008,CUST_1365,2023-11,Standard,42925,No,,3
UAE_008,CUST_1366,2023-12,Standard,65610,No,,2
UAE_008,CUST_1367,2023-12,Standard,49660,No,,2
UAE_008,CUST_1368,2024-01,Standard,102722,No,,6
UAE_008,CUST_1369,2024-01,Standard,57315,No,,7
UAE_008,CUST_1370,2024-02,Standard,77773,No,,8
UAE_008,CUST_1371,2024-02,Standard,70528,No,,2
UAE_008,CUST_1372,2024-03,VIP,47876,No,,2
UAE_008,CUST_1373,2024-03,Standard,47571,No,,1
UAE_008,CUST_1374,2024-04,VIP,67748,No,,5
UAE_008,CUST_1375,2024-04,VIP,36844,No,,6
UAE_008,CUST_1376,2024-05,VIP,40186,No,,2
UAE_008,CUST_1377,2024-05,Standard,68832,No,,6
UAE_008,CUST_1378,2024-06,VIP,58324,No,,3
UAE_008,CUST_1379,2024-06,Standard,52125,No,,6
UAE_008,CUST_1380,2024-07,Standard,55698,No,,8
UAE_008,CUST_1381,2024-07,Standard,39005,No,,7
UAE_008,CUST_1382,2024-08,Basic,49094,No,,9
UAE_008,CUST_1383,2024-08,Standard,33798,No,,4
UAE_008,CUST_1384,2024-09,Basic,35988,No,,6
UAE_008,CUST_1385,2024-09,Basic,29900,No,,2
UAE_008,CUST_1386,2024-10,Standard,71953,No,,8
UAE_008,CUST_1387,2024-10,Standard,42518,No,,4
UAE_008,CUST_1388,2024-11,Standard,19300,No,,8
UAE_008,CUST_1389,2024-11,Standard,37628,No,,6
UAE_008,CUST_1390,2024-12,Standard,72887,No,,3
UAE_008,CUST_1391,2024-12,Standard,32196,No,,4
UAE_008,CUST_1392,2025-01,Basic,30771,No,,2
UAE_008,CUST_1393,2025-01,Standard,14858,No,,6
UAE_008,CUST_1394,2025-02,Standard,72359,No,,2
UAE_008,CUST_1395,2025-02,Standard,72578,No,,7
UAE_008,CUST_1396,2025-03,Standard,73121,No,,9
UAE_008,CUST_1397,2025-03,Standard,46245,No,,8
UAE_008,CUST_1398,2025-04,Standard,37940,No,,1
UAE_008,CUST_1399,2025-04,Standard,34260,No,,2
UAE_008,CUST_1400,2025-05,Standard,13567,No,,4
UAE_008,CUST_1401,2025-05,Standard,31120,No,,1
UAE_008,CUST_1402,2025-06,Standard,23887,No,,3
UAE_008,CUST_1403,2025-06,VIP,37894,No,,2
UAE_008,CUST_1404,2025-07,VIP,44647,No,,5
UAE_008,CUST_1405,2025-07,Standard,45016,No,,4
UAE_008,CUST_1406,2025-08,Basic,66586,No,,7
UAE_008,CUST_1407,2025-08,VIP,42840,No,,4
UAE_008,CUST_1408,2025-09,Standard,54561,No,,6
UAE_008,CUST_1409,2025-09,Standard,38372,No,,2
UAE_008,CUST_1410,2025-10,VIP,29265,No,,3
UAE_008,CUST_1411,2025-10,Standard,34899,No,,3
UAE_008,CUST_1412,2025-11,Standard,90817,No,,1
UAE_008,CUST_1413,2025-11,Standard,62673,No,,9
UAE_008,CUST_1414,2025-12,Standard,28262,No,,5
UAE_008,CUST_1415,2025-12,Standard,29483,No,,9
UAE_009,CUST_1416,2023-01,Standard,7242,No,,8
UAE_009,CUST_1417,2023-02,Standard,2516,No,,2
UAE_009,CUST_1418,2023-03,Standard,6741,No,,6
UAE_009,CUST_1419,2023-04,VIP,6165,No,,5
UAE_009,CUST_1420,2023-05,Standard,7099,No,,7
UAE_009,CUST_1421,2023-05,Standard,4836,No,,9
UAE_009,CUST_1422,2023-06,Standard,4981,No,,5
UAE_009,CUST_1423,2023-07,Standard,4083,No,,6
UAE_009,CUST_1424,2023-08,Basic,2790,No,,3
UAE_009,CUST_1425,2023-09,VIP,1690,No,,5
UAE_009,CUST_1426,2023-09,Standard,2817,No,,9
UAE_009,CUST_1427,2023-10,VIP,1781,No,,1
UAE_009,CUST_1428,2023-11,Basic,7072,No,,4
UAE_009,CUST_1429,2023-11,Standard,4424,No,,9
UAE_009,CUST_1430,2023-12,Standard,4566,No,,5
UAE_009,CUST_1431,2024-01,Standard,3678,No,,7
UAE_009,CUST_1432,2024-02,Standard,5442,No,,1
UAE_009,CUST_1433,2024-03,Standard,10070,No,,7
UAE_009,CUST_1434,2024-04,Standard,9021,No,,6
UAE_009,CUST_1435,2024-04,Standard,6832,No,,8
UAE_009,CUST_1436,2024-05,Standard,2139,No,,2
UAE_009,CUST_1437,2024-06,Standard,3239,No,,5
UAE_009,CUST_1438,2024-07,VIP,2229,No,,9
UAE_009,CUST_1439,2024-08,Standard,6199,No,,2
UAE_009,CUST_1440,2024-09,VIP,4371,No,,3
UAE_009,CUST_1441,2024-10,Standard,4206,No,,5
UAE_009,CUST_1442,2024-11,VIP,3510,No,,2
UAE_009,CUST_1443,2024-11,Standard,4233,No,,1
UAE_009,CUST_1444,2024-12,Standard,3322,No,,2
UAE_009,CUST_1445,2025-01,Standard,5468,No,,8
UAE_009,CUST_1446,2025-02,VIP,1887,No,,1
UAE_009,CUST_1447,2025-03,Standard,8480,No,,5
UAE_009,CUST_1448,2025-03,Basic,8820,No,,5
UAE_009,CUST_1449,2025-04,Standard,5696,No,,4
UAE_009,CUST_1450,2025-05,Standard,6516,No,,9
UAE_009,CUST_1451,2025-05,Standard,3353,No,,2
UAE_009,CUST_1452,2025-06,Standard,5215,No,,7
UAE_009,CUST_1453,2025-07,Standard,6270,No,,1
UAE_009,CUST_1454,2025-08,Standard,3082,No,,6
UAE_009,CUST_1455,2025-09,Standard,2828,No,,3
UAE_009,CUST_1456,2025-09,Standard,2091,No,,5
UAE_009,CUST_1457,2025-10,Basic,2892,No,,8
UAE_009,CUST_1458,2025-11,Standard,4030,No,,5
UAE_009,CUST_1459,2025-12,VIP,8303,No,,6
UAE_010,CUST_1460,2023-01,Standard,4386,No,,1
UAE_010,CUST_1461,2023-02,Standard,3470,No,,9
UAE_010,CUST_1462,2023-03,Standard,5669,No,,1
UAE_010,CUST_1463,2023-04,VIP,5543,No,,9
UAE_010,CUST_1464,2023-05,Standard,1553,No,,5
