business_id,month,campaign_id,channel,impressions,clicks,leads,spend,cost_per_lead
UAE_001,2024-03,MKT_UAE_001_14_EMA,Email Marketing,3654,126,7,1818,259.71
UAE_001,2024-04,MKT_UAE_001_15_GOO,Google Search,5915,169,13,1655,127.31
UAE_001,2024-04,MKT_UAE_001_15_MET,Meta Ads,7140,170,10,1003,100.3
UAE_001,2024-04,MKT_UAE_001_15_LIN,LinkedIn B2B,2541,77,7,1667,238.14
UAE_001,2024-04,MKT_UAE_001_15_EMA,Email Marketing,2002,77,7,937,133.86
UAE_001,2024-05,MKT_UAE_001_16_GOO,Google Search,2548,52,4,964,241.0
UAE_001,2024-05,MKT_UAE_001_16_MET,Meta Ads,2220,60,5,996,199.2
UAE_001,2024-05,MKT_UAE_001_16_LIN,LinkedIn B2B,2640,60,6,1510,251.67
UAE_001,2024-05,MKT_UAE_001_16_EMA,Email Marketing,2220,60,5,1091,218.2
UAE_001,2024-06,MKT_UAE_001_17_GOO,Google Search,5808,121,11,1084,98.55
UAE_001,2024-06,MKT_UAE_001_17_MET,Meta Ads,2772,84,6,1271,211.83
UAE_001,2024-06,MKT_UAE_001_17_LIN,LinkedIn B2B,1650,75,5,1063,212.6
UAE_001,2024-06,MKT_UAE_001_17_EMA,Email Marketing,4136,88,11,1802,163.82
UAE_001,2024-07,MKT_UAE_001_18_GOO,Google Search,4800,120,10,1197,119.7
UAE_001,2024-07,MKT_UAE_001_18_MET,Meta Ads,1440,96,12,1386,115.5
UAE_001,2024-07,MKT_UAE_001_18_LIN,LinkedIn B2B,544,32,2,573,286.5
UAE_001,2024-07,MKT_UAE_001_18_EMA,Email Marketing,2550,85,5,1075,215.0
UAE_001,2024-08,MKT_UAE_001_19_GOO,Google Search,15360,480,30,2791,93.03
UAE_001,2024-08,MKT_UAE_001_19_MET,Meta Ads,18360,510,34,3931,115.62
UAE_001,2024-08,MKT_UAE_001_19_LIN,LinkedIn B2B,10875,375,25,2825,113.0
UAE_001,2024-08,MKT_UAE_001_19_EMA,Email Marketing,1296,81,9,1745,193.89
UAE_001,2024-09,MKT_UAE_001_20_GOO,Google Search,9660,420,28,2560,91.43
UAE_001,2024-09,MKT_UAE_001_20_MET,Meta Ads,7728,168,12,2639,219.92
UAE_001,2024-09,MKT_UAE_001_20_LIN,LinkedIn B2B,9108,276,23,2492,108.35
UAE_001,2024-09,MKT_UAE_001_20_EMA,Email Marketing,7644,182,13,2721,209.31
UAE_001,2024-10,MKT_UAE_001_21_GOO,Google Search,2280,95,5,801,160.2
UAE_001,2024-10,MKT_UAE_001_21_MET,Meta Ads,2880,72,9,1088,120.89
UAE_001,2024-10,MKT_UAE_001_21_LIN,LinkedIn B2B,5032,136,8,1274,159.25
UAE_001,2024-10,MKT_UAE_001_21_EMA,Email Marketing,1105,65,5,1238,247.6
UAE_001,2024-11,MKT_UAE_001_22_GOO,Google Search,4004,154,14,3112,222.29
UAE_001,2024-11,MKT_UAE_001_22_MET,Meta Ads,6048,168,14,1684,120.29
UAE_001,2024-11,MKT_UAE_001_22_LIN,LinkedIn B2B,1740,60,6,1422,237.0
UAE_001,2024-11,MKT_UAE_001_22_EMA,Email Marketing,5220,261,29,2597,89.55
UAE_001,2024-12,MKT_UAE_001_23_GOO,Google Search,3757,221,13,2985,229.62
UAE_001,2024-12,MKT_UAE_001_23_MET,Meta Ads,9800,200,25,3109,124.36
UAE_001,2024-12,MKT_UAE_001_23_LIN,LinkedIn B2B,2000,80,8,1211,151.38
UAE_001,2024-12,MKT_UAE_001_23_EMA,Email Marketing,7056,144,12,1194,99.5
UAE_001,2025-01,MKT_UAE_001_24_GOO,Google Search,648,27,3,648,216.0
UAE_001,2025-01,MKT_UAE_001_24_MET,Meta Ads,740,20,2,386,193.0
UAE_001,2025-01,MKT_UAE_001_24_LIN,LinkedIn B2B,1764,42,3,800,266.67
UAE_001,2025-01,MKT_UAE_001_24_EMA,Email Marketing,1750,50,5,590,118.0
UAE_001,2025-02,MKT_UAE_001_25_GOO,Google Search,624,26,2,639,319.5
UAE_001,2025-02,MKT_UAE_001_25_MET,Meta Ads,504,28,2,593,296.5
UAE_001,2025-02,MKT_UAE_001_25_LIN,LinkedIn B2B,1872,52,4,520,130.0
UAE_001,2025-02,MKT_UAE_001_25_EMA,Email Marketing,918,27,3,606,202.0
UAE_001,2025-03,MKT_UAE_001_26_GOO,Google Search,3420,95,5,1102,220.4
UAE_001,2025-03,MKT_UAE_001_26_MET,Meta Ads,17204,391,23,2115,91.96
UAE_001,2025-03,MKT_UAE_001_26_LIN,LinkedIn B2B,5460,182,13,2461,189.31
UAE_001,2025-03,MKT_UAE_001_26_EMA,Email Marketing,8118,198,11,2096,190.55
UAE_001,2025-04,MKT_UAE_001_27_GOO,Google Search,5236,119,7,1365,195.0
UAE_001,2025-04,MKT_UAE_001_27_MET,Meta Ads,1323,63,7,1241,177.29
UAE_001,2025-04,MKT_UAE_001_27_LIN,LinkedIn B2B,3762,99,9,1111,123.44
UAE_001,2025-04,MKT_UAE_001_27_EMA,Email Marketing,3264,96,8,960,120.0
UAE_001,2025-05,MKT_UAE_001_28_GOO,Google Search,2574,143,11,1334,121.27
UAE_001,2025-05,MKT_UAE_001_28_MET,Meta Ads,5550,150,10,1504,150.4
UAE_001,2025-05,MKT_UAE_001_28_LIN,LinkedIn B2B,4536,108,6,1407,234.5
UAE_001,2025-05,MKT_UAE_001_28_EMA,Email Marketing,7176,299,23,2451,106.57
UAE_001,2025-06,MKT_UAE_001_29_GOO,Google Search,6045,195,13,2646,203.54
UAE_001,2025-06,MKT_UAE_001_29_MET,Meta Ads,9072,336,24,3295,137.29
UAE_001,2025-06,MKT_UAE_001_29_LIN,LinkedIn B2B,6600,165,15,3582,238.8
UAE_001,2025-06,MKT_UAE_001_29_EMA,Email Marketing,4160,160,10,1792,179.2
UAE_001,2025-07,MKT_UAE_001_30_GOO,Google Search,6804,162,9,1305,145.0
UAE_001,2025-07,MKT_UAE_001_30_MET,Meta Ads,1440,30,3,866,288.67
UAE_001,2025-07,MKT_UAE_001_30_LIN,LinkedIn B2B,2574,117,9,1701,189.0
UAE_001,2025-07,MKT_UAE_001_30_EMA,Email Marketing,3276,117,9,1312,145.78
UAE_001,2025-08,MKT_UAE_001_31_GOO,Google Search,4080,120,15,2832,188.8
UAE_001,2025-08,MKT_UAE_001_31_MET,Meta Ads,9306,198,18,2261,125.61
UAE_001,2025-08,MKT_UAE_001_31_LIN,LinkedIn B2B,7590,345,23,2672,116.17
UAE_001,2025-08,MKT_UAE_001_31_EMA,Email Marketing,13200,600,40,3521,88.03
UAE_001,2025-09,MKT_UAE_001_32_GOO,Google Search,2304,96,6,802,133.67
UAE_001,2025-09,MKT_UAE_001_32_MET,Meta Ads,3872,88,8,884,110.5
UAE_001,2025-09,MKT_UAE_001_32_LIN,LinkedIn B2B,780,52,4,741,185.25
UAE_001,2025-09,MKT_UAE_001_32_EMA,Email Marketing,2944,64,4,899,224.75
UAE_001,2025-10,MKT_UAE_001_33_GOO,Google Search,1960,98,7,1243,177.57
UAE_001,2025-10,MKT_UAE_001_33_MET,Meta Ads,1540,70,7,940,134.29
UAE_001,2025-10,MKT_UAE_001_33_LIN,LinkedIn B2B,7524,198,11,1339,121.73
UAE_001,2025-10,MKT_UAE_001_33_EMA,Email Marketing,990,30,2,613,306.5
UAE_001,2025-11,MKT_UAE_001_34_GOO,Google Search,8151,247,13,1930,148.46
UAE_001,2025-11,MKT_UAE_001_34_MET,Meta Ads,6930,165,11,1540,140.0
UAE_001,2025-11,MKT_UAE_001_34_LIN,LinkedIn B2B,7050,150,10,1454,145.4
UAE_001,2025-11,MKT_UAE_001_34_EMA,Email Marketing,3726,207,23,2593,112.74
UAE_001,2025-12,MKT_UAE_001_35_GOO,Google Search,1632,96,8,1996,249.5
UAE_001,2025-12,MKT_UAE_001_35_MET,Meta Ads,6500,250,25,2299,91.96
UAE_001,2025-12,MKT_UAE_001_35_LIN,LinkedIn B2B,6660,180,20,2482,124.1
UAE_001,2025-12,MKT_UAE_001_35_EMA,Email Marketing,2520,140,10,2516,251.6
UAE_002,2023-01,MKT_UAE_002_0_GOO,Google Search,2220,60,4,962,240.5
UAE_002,2023-01,MKT_UAE_002_0_MET,Meta Ads,7293,187,11,1772,161.09
UAE_002,2023-01,MKT_UAE_002_0_LIN,LinkedIn B2B,7524,396,22,2103,95.59
UAE_002,2023-01,MKT_UAE_002_0_EMA,Email Marketing,5160,120,10,952,95.2
UAE_002,2023-02,MKT_UAE_002_1_GOO,Google Search,2025,45,5,657,131.4
UAE_002,2023-02,MKT_UAE_002_1_MET,Meta Ads,504,14,1,310,310.0
UAE_002,2023-02,MKT_UAE_002_1_LIN,LinkedIn B2B,560,16,2,393,196.5
UAE_002,2023-02,MKT_UAE_002_1_EMA,Email Marketing,1800,60,6,639,106.5
UAE_002,2023-03,MKT_UAE_002_2_GOO,Google Search,3888,108,9,769,85.44
UAE_002,2023-03,MKT_UAE_002_2_MET,Meta Ads,1440,36,4,647,161.75
UAE_002,2023-03,MKT_UAE_002_2_LIN,LinkedIn B2B,2860,143,11,1470,133.64
UAE_002,2023-03,MKT_UAE_002_2_EMA,Email Marketing,2046,66,6,1199,199.83
UAE_002,2023-04,MKT_UAE_002_3_GOO,Google Search,675,45,5,1182,236.4
UAE_002,2023-04,MKT_UAE_002_3_MET,Meta Ads,1820,65,5,1189,237.8
UAE_002,2023-04,MKT_UAE_002_3_LIN,LinkedIn B2B,2640,88,8,1000,125.0
UAE_002,2023-04,MKT_UAE_002_3_EMA,Email Marketing,12852,306,18,1626,90.33
UAE_002,2023-05,MKT_UAE_002_4_GOO,Google Search,1026,54,6,807,134.5
UAE_002,2023-05,MKT_UAE_002_4_MET,Meta Ads,3330,90,10,1612,161.2
UAE_002,2023-05,MKT_UAE_002_4_LIN,LinkedIn B2B,2754,153,9,1673,185.89
UAE_002,2023-05,MKT_UAE_002_4_EMA,Email Marketing,4896,153,9,1597,177.44
UAE_002,2023-06,MKT_UAE_002_5_GOO,Google Search,1560,104,8,1750,218.75
UAE_002,2023-06,MKT_UAE_002_5_MET,Meta Ads,2916,108,6,1377,229.5
UAE_002,2023-06,MKT_UAE_002_5_LIN,LinkedIn B2B,12350,475,25,2190,87.6
UAE_002,2023-06,MKT_UAE_002_5_EMA,Email Marketing,1472,64,8,1734,216.75
UAE_002,2023-07,MKT_UAE_002_6_GOO,Google Search,3240,135,15,1624,108.27
UAE_002,2023-07,MKT_UAE_002_6_MET,Meta Ads,10368,288,24,2075,86.46
UAE_002,2023-07,MKT_UAE_002_6_LIN,LinkedIn B2B,8892,342,38,3920,103.16
UAE_002,2023-07,MKT_UAE_002_6_EMA,Email Marketing,2700,108,6,1583,263.83
UAE_002,2023-08,MKT_UAE_002_7_GOO,Google Search,1260,60,4,818,204.5
UAE_002,2023-08,MKT_UAE_002_7_MET,Meta Ads,1170,45,3,527,175.67
UAE_002,2023-08,MKT_UAE_002_7_LIN,LinkedIn B2B,1680,48,6,728,121.33
UAE_002,2023-08,MKT_UAE_002_7_EMA,Email Marketing,2310,55,5,495,99.0
UAE_002,2023-09,MKT_UAE_002_8_GOO,Google Search,12441,319,29,3129,107.9
UAE_002,2023-09,MKT_UAE_002_8_MET,Meta Ads,8372,182,14,1997,142.64
UAE_002,2023-09,MKT_UAE_002_8_LIN,LinkedIn B2B,15488,352,32,2944,92.0
UAE_002,2023-09,MKT_UAE_002_8_EMA,Email Marketing,8514,198,11,2282,207.45
UAE_002,2023-10,MKT_UAE_002_9_GOO,Google Search,1530,34,2,709,354.5
UAE_002,2023-10,MKT_UAE_002_9_MET,Meta Ads,2100,60,6,1653,275.5
UAE_002,2023-10,MKT_UAE_002_9_LIN,LinkedIn B2B,6072,132,11,1526,138.73
UAE_002,2023-10,MKT_UAE_002_9_EMA,Email Marketing,1152,72,8,1269,158.62
UAE_002,2023-11,MKT_UAE_002_10_GOO,Google Search,9975,475,25,3302,132.08
UAE_002,2023-11,MKT_UAE_002_10_MET,Meta Ads,4389,133,7,1769,252.71
UAE_002,2023-11,MKT_UAE_002_10_LIN,LinkedIn B2B,2700,108,6,1505,250.83
UAE_002,2023-11,MKT_UAE_002_10_EMA,Email Marketing,15334,374,22,3001,136.41
UAE_002,2023-12,MKT_UAE_002_11_GOO,Google Search,4428,108,12,1234,102.83
UAE_002,2023-12,MKT_UAE_002_11_MET,Meta Ads,9282,238,14,2027,144.79
UAE_002,2023-12,MKT_UAE_002_11_LIN,LinkedIn B2B,12920,323,17,2323,136.65
UAE_002,2023-12,MKT_UAE_002_11_EMA,Email Marketing,2754,81,9,932,103.56
UAE_002,2024-01,MKT_UAE_002_12_GOO,Google Search,2100,75,5,1152,230.4
UAE_002,2024-01,MKT_UAE_002_12_MET,Meta Ads,1560,78,6,1406,234.33
UAE_002,2024-01,MKT_UAE_002_12_LIN,LinkedIn B2B,4290,110,10,1320,132.0
UAE_002,2024-01,MKT_UAE_002_12_EMA,Email Marketing,1408,44,4,912,228.0
UAE_002,2024-02,MKT_UAE_002_13_GOO,Google Search,1872,39,3,897,299.0
UAE_002,2024-02,MKT_UAE_002_13_MET,Meta Ads,784,28,2,583,291.5
UAE_002,2024-02,MKT_UAE_002_13_LIN,LinkedIn B2B,1550,50,5,456,91.2
UAE_002,2024-02,MKT_UAE_002_13_EMA,Email Marketing,3864,84,6,733,122.17
UAE_002,2024-03,MKT_UAE_002_14_GOO,Google Search,2322,54,3,861,287.0
UAE_002,2024-03,MKT_UAE_002_14_MET,Meta Ads,748,44,4,414,103.5
UAE_002,2024-03,MKT_UAE_002_14_LIN,LinkedIn B2B,1488,48,6,850,141.67
UAE_002,2024-03,MKT_UAE_002_14_EMA,Email Marketing,1290,30,2,655,327.5
UAE_002,2024-04,MKT_UAE_002_15_GOO,Google Search,2574,78,6,1115,185.83
UAE_002,2024-04,MKT_UAE_002_15_MET,Meta Ads,3400,85,5,883,176.6
UAE_002,2024-04,MKT_UAE_002_15_LIN,LinkedIn B2B,3808,112,7,960,137.14
UAE_002,2024-04,MKT_UAE_002_15_EMA,Email Marketing,1560,60,6,1338,223.0
UAE_002,2024-05,MKT_UAE_002_16_GOO,Google Search,1750,70,5,1274,254.8
UAE_002,2024-05,MKT_UAE_002_16_MET,Meta Ads,7600,190,10,2612,261.2
UAE_002,2024-05,MKT_UAE_002_16_LIN,LinkedIn B2B,6460,170,17,2374,139.65
UAE_002,2024-05,MKT_UAE_002_16_EMA,Email Marketing,2340,130,10,2640,264.0
UAE_002,2024-06,MKT_UAE_002_17_GOO,Google Search,816,48,6,1331,221.83
UAE_002,2024-06,MKT_UAE_002_17_MET,Meta Ads,7605,195,13,1837,141.31
UAE_002,2024-06,MKT_UAE_002_17_LIN,LinkedIn B2B,5328,144,12,1773,147.75
UAE_002,2024-06,MKT_UAE_002_17_EMA,Email Marketing,2048,64,8,1773,221.62
UAE_002,2024-07,MKT_UAE_002_18_GOO,Google Search,1980,90,9,2263,251.44
UAE_002,2024-07,MKT_UAE_002_18_MET,Meta Ads,2952,72,8,1790,223.75
UAE_002,2024-07,MKT_UAE_002_18_LIN,LinkedIn B2B,17157,399,21,2258,107.52
UAE_002,2024-07,MKT_UAE_002_18_EMA,Email Marketing,10530,234,13,1407,108.23
UAE_002,2024-08,MKT_UAE_002_19_GOO,Google Search,2380,119,7,1981,283.0
UAE_002,2024-08,MKT_UAE_002_19_MET,Meta Ads,13728,416,32,2837,88.66
UAE_002,2024-08,MKT_UAE_002_19_LIN,LinkedIn B2B,6864,156,13,2395,184.23
UAE_002,2024-08,MKT_UAE_002_19_EMA,Email Marketing,4992,192,16,2730,170.62
UAE_002,2024-09,MKT_UAE_002_20_GOO,Google Search,7560,168,21,2469,117.57
UAE_002,2024-09,MKT_UAE_002_20_MET,Meta Ads,2592,144,16,3568,223.0
UAE_002,2024-09,MKT_UAE_002_20_LIN,LinkedIn B2B,2288,143,11,2394,217.64
UAE_002,2024-09,MKT_UAE_002_20_EMA,Email Marketing,10640,304,19,3581,188.47
UAE_002,2024-10,MKT_UAE_002_21_GOO,Google Search,1352,52,4,696,174.0
UAE_002,2024-10,MKT_UAE_002_21_MET,Meta Ads,850,50,5,866,173.2
UAE_002,2024-10,MKT_UAE_002_21_LIN,LinkedIn B2B,594,33,3,853,284.33
UAE_002,2024-10,MKT_UAE_002_21_EMA,Email Marketing,3330,90,6,527,87.83
UAE_002,2024-11,MKT_UAE_002_22_GOO,Google Search,1920,48,6,673,112.17
UAE_002,2024-11,MKT_UAE_002_22_MET,Meta Ads,2442,66,6,1349,224.83
UAE_002,2024-11,MKT_UAE_002_22_LIN,LinkedIn B2B,5616,144,8,1581,197.62
UAE_002,2024-11,MKT_UAE_002_22_EMA,Email Marketing,3040,95,5,738,147.6
UAE_002,2024-12,MKT_UAE_002_23_GOO,Google Search,9828,252,21,2110,100.48
UAE_002,2024-12,MKT_UAE_002_23_MET,Meta Ads,576,36,4,878,219.5
UAE_002,2024-12,MKT_UAE_002_23_LIN,LinkedIn B2B,8208,304,16,1603,100.19
UAE_002,2024-12,MKT_UAE_002_23_EMA,Email Marketing,4752,144,8,1189,148.62
UAE_002,2025-01,MKT_UAE_002_24_GOO,Google Search,3200,80,10,2492,249.2
UAE_002,2025-01,MKT_UAE_002_24_MET,Meta Ads,5850,195,13,2645,203.46
UAE_002,2025-01,MKT_UAE_002_24_LIN,LinkedIn B2B,8208,228,12,2264,188.67
UAE_002,2025-01,MKT_UAE_002_24_EMA,Email Marketing,2508,114,6,1305,217.5
UAE_002,2025-02,MKT_UAE_002_25_GOO,Google Search,5472,171,9,1221,135.67
UAE_002,2025-02,MKT_UAE_002_25_MET,Meta Ads,840,40,4,1023,255.75
UAE_002,2025-02,MKT_UAE_002_25_LIN,LinkedIn B2B,5863,143,11,2110,191.82
UAE_002,2025-02,MKT_UAE_002_25_EMA,Email Marketing,5280,132,11,1980,180.0
UAE_002,2025-03,MKT_UAE_002_26_GOO,Google Search,2450,50,5,570,114.0
UAE_002,2025-03,MKT_UAE_002_26_MET,Meta Ads,1216,32,4,410,102.5
UAE_002,2025-03,MKT_UAE_002_26_LIN,LinkedIn B2B,858,22,2,696,348.0
UAE_002,2025-03,MKT_UAE_002_26_EMA,Email Marketing,864,18,1,386,386.0
UAE_002,2025-04,MKT_UAE_002_27_GOO,Google Search,8640,192,12,1912,159.33
UAE_002,2025-04,MKT_UAE_002_27_MET,Meta Ads,2464,77,7,1242,177.43
UAE_002,2025-04,MKT_UAE_002_27_LIN,LinkedIn B2B,6480,144,9,1422,158.0
UAE_002,2025-04,MKT_UAE_002_27_EMA,Email Marketing,1840,80,5,988,197.6
UAE_002,2025-05,MKT_UAE_002_28_GOO,Google Search,9152,208,13,1598,122.92
UAE_002,2025-05,MKT_UAE_002_28_MET,Meta Ads,7803,289,17,2108,124.0
UAE_002,2025-05,MKT_UAE_002_28_LIN,LinkedIn B2B,3744,156,13,1993,153.31
UAE_002,2025-05,MKT_UAE_002_28_EMA,Email Marketing,9408,588,42,3723,88.64
UAE_002,2025-06,MKT_UAE_002_29_GOO,Google Search,4420,130,10,1590,159.0
UAE_002,2025-06,MKT_UAE_002_29_MET,Meta Ads,11286,342,19,2346,123.47
UAE_002,2025-06,MKT_UAE_002_29_LIN,LinkedIn B2B,2160,120,8,1959,244.88
UAE_002,2025-06,MKT_UAE_002_29_EMA,Email Marketing,5040,180,18,2432,135.11
UAE_002,2025-07,MKT_UAE_002_30_GOO,Google Search,3968,128,8,1912,239.0
UAE_002,2025-07,MKT_UAE_002_30_MET,Meta Ads,13920,290,29,3480,120.0
UAE_002,2025-07,MKT_UAE_002_30_LIN,LinkedIn B2B,6400,160,16,1819,113.69
UAE_002,2025-07,MKT_UAE_002_30_EMA,Email Marketing,5544,126,9,1876,208.44
UAE_002,2025-08,MKT_UAE_002_31_GOO,Google Search,1598,34,2,620,310.0
UAE_002,2025-08,MKT_UAE_002_31_MET,Meta Ads,1488,48,3,616,205.33
UAE_002,2025-08,MKT_UAE_002_31_LIN,LinkedIn B2B,1470,30,3,829,276.33
UAE_002,2025-08,MKT_UAE_002_31_EMA,Email Marketing,1520,40,5,1124,224.8
UAE_002,2025-09,MKT_UAE_002_32_GOO,Google Search,3564,132,12,3164,263.67
UAE_002,2025-09,MKT_UAE_002_32_MET,Meta Ads,15428,551,29,4216,145.38
UAE_002,2025-09,MKT_UAE_002_32_LIN,LinkedIn B2B,3822,182,14,2526,180.43
UAE_002,2025-09,MKT_UAE_002_32_EMA,Email Marketing,10304,368,23,3960,172.17
UAE_002,2025-10,MKT_UAE_002_33_GOO,Google Search,1344,28,2,680,340.0
UAE_002,2025-10,MKT_UAE_002_33_MET,Meta Ads,3040,160,10,1418,141.8
UAE_002,2025-10,MKT_UAE_002_33_LIN,LinkedIn B2B,2530,110,11,905,82.27
UAE_002,2025-10,MKT_UAE_002_33_EMA,Email Marketing,5184,144,9,1073,119.22
UAE_002,2025-11,MKT_UAE_002_34_GOO,Google Search,5460,182,14,1252,89.43
UAE_002,2025-11,MKT_UAE_002_34_MET,Meta Ads,2835,105,7,1467,209.57
UAE_002,2025-11,MKT_UAE_002_34_LIN,LinkedIn B2B,1736,56,7,1200,171.43
UAE_002,2025-11,MKT_UAE_002_34_EMA,Email Marketing,4840,110,11,2576,234.18
UAE_002,2025-12,MKT_UAE_002_35_GOO,Google Search,600,30,3,435,145.0
UAE_002,2025-12,MKT_UAE_002_35_MET,Meta Ads,286,13,1,406,406.0
UAE_002,2025-12,MKT_UAE_002_35_LIN,LinkedIn B2B,945,45,3,393,131.0
UAE_002,2025-12,MKT_UAE_002_35_EMA,Email Marketing,686,14,1,341,341.0
UAE_003,2023-01,MKT_UAE_003_0_GOO,Google Search,2160,72,6,836,139.33
UAE_003,2023-01,MKT_UAE_003_0_MET,Meta Ads,600,15,1,413,413.0
UAE_003,2023-01,MKT_UAE_003_0_LIN,LinkedIn B2B,1054,34,2,597,298.5
UAE_003,2023-01,MKT_UAE_003_0_EMA,Email Marketing,1197,57,3,763,254.33
