business_id,industry,emirate,month,employees,leads,qualified_leads,customers,conversion_rate,marketing_spend,sales_revenue,operating_cost,gross_profit,net_profit,avg_order_value,customer_acquisition_cost,repeat_customers,churn_rate,website_visits,enquiries,sales_calls,deals_closed,cash_balance
UAE_004,Retail,Ras Al Khaimah,2023-03,9,135,62,4,2.63,14151,12367,21499,-9132,-7484,3344.09,4717.0,1,5.52,1485,81,33,3,62961
UAE_004,Retail,Ras Al Khaimah,2023-04,9,34,13,1,2.27,5751,2582,7455,-4873,-4365,2522.22,5751.0,0,7.79,306,20,8,1,58596
UAE_004,Retail,Ras Al Khaimah,2023-05,9,61,30,1,3.13,10035,2072,11476,-9404,-8321,1842.5,10035.0,0,2.19,366,36,15,1,50275
UAE_004,Retail,Ras Al Khaimah,2023-06,9,103,50,2,2.18,12820,8469,18457,-9988,-7877,3522.71,6410.0,0,7.9,721,61,25,2,42398
UAE_004,Retail,Ras Al Khaimah,2023-07,9,84,38,2,2.96,12726,4535,15869,-11334,-10089,1833.77,6363.0,0,2.19,504,50,21,2,32309
UAE_004,Retail,Ras Al Khaimah,2023-08,9,131,42,5,3.67,20191,18806,31230,-12424,-10623,3081.54,5047.75,1,2.76,786,78,32,4,21686
UAE_004,Retail,Ras Al Khaimah,2023-09,9,104,38,1,1.77,13096,2998,14861,-11863,-9716,2585.65,13096.0,0,7.7,832,62,26,1,11970
UAE_004,Retail,Ras Al Khaimah,2023-10,9,71,34,2,3.79,10041,9999,17111,-7112,-5529,4664.12,5020.5,0,4.78,568,42,17,2,6441
UAE_004,Retail,Ras Al Khaimah,2023-11,9,128,58,5,3.47,15643,9644,21578,-11934,-9623,1962.62,3910.75,1,3.8,896,76,32,4,-3182
UAE_004,Retail,Ras Al Khaimah,2023-12,9,87,34,2,3.2,13364,9886,20314,-10428,-8592,5382.26,6682.0,0,6.47,870,52,21,2,-11774
UAE_004,Retail,Ras Al Khaimah,2024-01,9,86,42,1,1.55,10621,2295,11954,-9659,-7455,2553.72,10621.0,0,6.73,602,51,21,1,-19229
UAE_004,Retail,Ras Al Khaimah,2024-02,9,44,13,1,2.74,4933,2581,6811,-4230,-3682,2770.37,4933.0,0,4.41,308,26,11,1,-22911
UAE_004,Retail,Ras Al Khaimah,2024-03,9,44,16,1,2.48,5770,2272,7400,-5128,-4230,2245.34,5770.0,0,3.29,440,26,11,1,-27141
UAE_004,Retail,Ras Al Khaimah,2024-04,9,75,35,2,2.75,10278,5773,14300,-8527,-6842,2577.42,5139.0,0,2.58,450,45,18,2,-33983
UAE_004,Retail,Ras Al Khaimah,2024-05,9,56,24,2,3.98,6983,10012,14106,-4094,-3298,4071.81,3491.5,0,3.76,448,33,14,2,-37281
UAE_004,Retail,Ras Al Khaimah,2024-06,9,67,24,1,1.7,10200,3946,12793,-8847,-6705,3005.23,10200.0,0,7.7,737,40,16,1,-43986
UAE_004,Retail,Ras Al Khaimah,2024-07,9,47,14,1,1.87,6383,4268,9667,-5399,-4794,3162.38,6383.0,0,4.68,282,28,11,1,-48780
UAE_004,Retail,Ras Al Khaimah,2024-08,9,104,34,4,3.23,13850,22999,29188,-6189,-5562,4318.15,4616.67,1,7.35,1144,62,26,3,-54342
UAE_004,Retail,Ras Al Khaimah,2024-09,9,66,21,1,2.28,10839,5472,14852,-9380,-7414,4327.77,10839.0,0,6.65,462,39,16,1,-61756
UAE_004,Retail,Ras Al Khaimah,2024-10,9,124,37,4,3.31,17244,16509,30002,-13493,-11099,3533.73,4311.0,0,5.57,868,74,31,4,-72855
UAE_004,Retail,Ras Al Khaimah,2024-11,9,26,8,1,2.62,4094,4261,7176,-2915,-2458,3982.31,4094.0,0,5.28,208,15,6,1,-75313
UAE_004,Retail,Ras Al Khaimah,2024-12,9,91,44,2,3.02,14834,2989,16930,-13941,-11055,1495.66,7417.0,0,7.05,728,54,22,2,-86368
UAE_004,Retail,Ras Al Khaimah,2025-01,9,28,9,1,1.79,5424,4982,9158,-4176,-3445,5097.42,5424.0,0,3.32,252,16,7,1,-89813
UAE_004,Retail,Ras Al Khaimah,2025-02,9,40,12,1,3.39,7127,2694,8722,-6028,-5042,2660.27,7127.0,0,3.44,360,24,10,1,-94855
UAE_004,Retail,Ras Al Khaimah,2025-03,9,58,25,1,2.53,8782,2334,10490,-8156,-6672,2123.8,8782.0,0,2.29,348,34,14,1,-101527
UAE_004,Retail,Ras Al Khaimah,2025-04,9,76,31,1,2.56,10027,4224,12983,-8759,-7593,3474.23,10027.0,0,3.83,532,45,19,1,-109120
UAE_004,Retail,Ras Al Khaimah,2025-05,9,107,47,1,1.73,14903,5715,18295,-12580,-11118,4283.76,14903.0,0,3.58,749,64,26,1,-120238
UAE_004,Retail,Ras Al Khaimah,2025-06,9,102,33,1,1.83,13907,3343,15794,-12451,-9584,2347.71,13907.0,0,6.85,1122,61,25,1,-129822
UAE_004,Retail,Ras Al Khaimah,2025-07,9,71,31,1,2.4,8210,3779,10310,-6531,-4902,2583.32,8210.0,0,4.29,781,42,17,1,-134724
UAE_004,Retail,Ras Al Khaimah,2025-08,9,43,19,1,1.59,8231,2048,9616,-7568,-6649,1420.02,8231.0,0,6.72,344,25,10,1,-141373
UAE_004,Retail,Ras Al Khaimah,2025-09,9,144,51,5,2.89,14353,9280,20416,-11136,-9749,1355.78,3588.25,1,2.52,1296,86,36,4,-151122
UAE_004,Retail,Ras Al Khaimah,2025-10,9,75,28,2,2.88,6944,7508,12417,-4909,-4374,2970.12,3472.0,0,3.65,750,45,18,2,-155496
UAE_004,Retail,Ras Al Khaimah,2025-11,9,45,13,1,3.17,7375,1819,8599,-6780,-6036,1571.59,7375.0,0,5.05,405,27,11,1,-161532
UAE_004,Retail,Ras Al Khaimah,2025-12,9,46,15,1,3.92,5655,1988,6787,-4799,-4253,1840.68,5655.0,0,3.0,414,27,11,1,-165785
UAE_005,Services,Dubai,2023-01,16,202,90,5,2.34,26073,23958,40245,-16287,-13401,5843.64,6518.25,1,3.71,1212,121,50,4,373487
UAE_005,Services,Dubai,2023-02,16,69,29,2,3.41,7698,7442,13162,-5720,-4613,4373.4,3849.0,0,4.14,552,41,17,2,368874
UAE_005,Services,Dubai,2023-03,16,52,20,1,1.9,8127,2547,9861,-7314,-5905,2755.32,8127.0,0,4.67,312,31,13,1,362969
UAE_005,Services,Dubai,2023-04,16,46,14,1,3.61,8253,5928,11784,-5856,-4920,5789.88,8253.0,0,5.96,506,27,11,1,358049
UAE_005,Services,Dubai,2023-05,16,110,40,3,3.23,16842,17927,28580,-10653,-9117,5312.34,5614.0,0,7.38,660,66,27,3,348932
UAE_005,Services,Dubai,2023-06,16,236,96,11,3.54,32132,89222,91327,-2105,-1591,6747.38,4016.5,3,6.76,2124,141,59,8,347341
UAE_005,Services,Dubai,2023-07,16,198,77,5,2.18,37663,35101,61456,-26355,-21363,5676.89,9415.75,1,7.33,1782,118,49,4,325978
UAE_005,Services,Dubai,2023-08,16,97,38,2,2.24,11979,15071,21249,-6178,-4668,6173.91,5989.5,0,5.54,873,58,24,2,321310
UAE_005,Services,Dubai,2023-09,16,109,36,3,3.47,14661,8620,20791,-12171,-9335,2477.75,4887.0,0,3.96,1199,65,27,3,311975
UAE_005,Services,Dubai,2023-10,16,195,94,8,3.3,30595,47938,63772,-15834,-13704,5589.89,5099.17,2,3.31,2145,117,48,6,298271
UAE_005,Services,Dubai,2023-11,16,113,36,5,3.9,12526,25867,28684,-2817,-2527,5263.97,3131.5,1,4.74,1017,67,28,4,295744
UAE_005,Services,Dubai,2023-12,16,171,57,3,2.13,17501,22376,32156,-9780,-7585,8121.57,5833.67,0,4.3,1881,102,42,3,288159
UAE_005,Services,Dubai,2024-01,16,136,64,3,2.42,25681,9665,32672,-23007,-20596,3584.96,8560.33,0,6.18,1224,81,34,3,267563
UAE_005,Services,Dubai,2024-02,16,153,48,3,1.98,22958,13855,31600,-17745,-15874,4955.96,7652.67,0,4.91,1071,91,38,3,251689
UAE_005,Services,Dubai,2024-03,16,29,9,1,2.72,7072,3368,9257,-5889,-4659,3329.06,7072.0,0,5.84,261,17,7,1,247030
UAE_005,Services,Dubai,2024-04,16,174,76,2,1.67,26605,17280,36860,-19580,-16369,7714.69,13302.5,0,3.29,1740,104,43,2,230661
UAE_005,Services,Dubai,2024-05,16,161,80,7,3.86,25231,64311,67315,-3004,-2496,7472.35,4205.17,1,7.25,1771,96,40,6,228165
UAE_005,Services,Dubai,2024-06,16,85,31,2,3.3,15180,17445,27021,-9576,-8243,6642.86,7590.0,0,3.1,595,51,21,2,219922
UAE_005,Services,Dubai,2024-07,16,168,56,2,1.71,19771,19893,32498,-12605,-10239,7368.54,9885.5,0,3.18,1008,100,42,2,209683
UAE_005,Services,Dubai,2024-08,16,120,40,4,3.58,20170,30372,41603,-11231,-9260,5702.28,5042.5,0,7.36,960,72,30,4,200423
UAE_005,Services,Dubai,2024-09,16,288,86,6,1.74,32475,22635,48654,-26019,-20488,2983.63,6495.0,1,6.35,2304,172,72,5,179935
UAE_005,Services,Dubai,2024-10,16,99,40,1,1.96,11845,10889,19761,-8872,-7303,9323.53,11845.0,0,4.96,594,59,24,1,172632
UAE_005,Services,Dubai,2024-11,16,197,78,3,1.59,22624,26908,39233,-12325,-10861,8381.53,7541.33,0,6.96,1182,118,49,3,161771
UAE_005,Services,Dubai,2024-12,16,53,19,1,2.48,7677,4376,10821,-6445,-4924,4378.54,7677.0,0,6.99,318,31,13,1,156847
UAE_005,Services,Dubai,2025-01,16,95,36,3,3.86,17440,28099,38626,-10527,-9174,9582.59,5813.33,0,7.1,665,57,23,3,147673
UAE_005,Services,Dubai,2025-02,16,168,56,6,3.19,23567,29783,44612,-14829,-11951,4900.47,4713.4,1,6.38,1680,100,42,5,135722
UAE_005,Services,Dubai,2025-03,16,141,64,2,1.55,21370,18128,34709,-16581,-12907,8245.75,10685.0,0,5.42,846,84,35,2,122815
UAE_005,Services,Dubai,2025-04,16,123,41,4,2.95,23583,29157,41445,-12288,-9528,5994.55,7861.0,1,6.44,1230,73,30,3,113287
UAE_005,Services,Dubai,2025-05,16,147,68,2,1.58,25898,14996,34395,-19399,-17325,5620.37,12949.0,0,3.42,1470,88,36,2,95962
UAE_005,Services,Dubai,2025-06,16,48,15,1,3.19,11532,13565,20170,-6605,-5394,9526.1,11532.0,0,6.84,336,28,12,1,90568
